Artist,Title,Length
Sonic the Hedgehog 2,Casino Night (2 Player),1:34
Sonic the Hedgehog 2,Emerald Hill (2 Player),1:20
Sonic the Hedgehog 2,Sky Chase Zone,1:21
Sonic the Hedgehog 2,Wing Fortress Zone,1:37
Sonic the Hedgehog 2,Special Stage,1:32
Sonic the Hedgehog 2,Emerald Hill Zone,1:30
Sonic the Hedgehog 2,All Clear,1:14
Sonic the Hedgehog 2,Boss,1:17
Sonic the Hedgehog 2,Staff Roll,2:39
Sonic the Hedgehog 2,Chemical Plant Zone,1:55
Sonic the Hedgehog 2,Aquatic Ruin Zone,1:18
Sonic the Hedgehog 2,Casino Night Zone,2:03
Sonic the Hedgehog 2,Hill Top Zone,1:30
Sonic the Hedgehog 2,Oil Ocean Zone,1:33
Sonic the Hedgehog 2,Metropolis Zone,1:35
Sonic the Hedgehog 3,Carnival Night Zone Act 2,2:19
Sonic the Hedgehog 3,IceCap Zone Act 1,2:53
Sonic the Hedgehog 3,IceCap Zone Act 2,3:18
Sonic the Hedgehog 3,Launch Base Zone Act 1,2:12
Sonic the Hedgehog 3,Launch Base Zone Act 2,2:07
Sonic the Hedgehog 3,Bonus Stage (Gumball Machine),1:13
Sonic the Hedgehog 3,Special Stage (Blue Spheres),2:18
Sonic the Hedgehog 3,Competition Menu,1:52
Sonic the Hedgehog 3,Azure Lake,1:56
Sonic the Hedgehog 3,Data Select,2:05
Sonic the Hedgehog 3,Balloon Park,1:52
Sonic the Hedgehog 3,Chrome Gadget,2:04
Sonic the Hedgehog 3,Desert Palace,1:34
Sonic the Hedgehog 3,Endless Mine,2:01
Sonic the Hedgehog 3,Results (Vs. Mode),0:25
Sonic the Hedgehog 3,Robotnik,1:09
Sonic the Hedgehog 3,Final Boss (Big Arms),1:45
Sonic the Hedgehog 3,Staff Roll,2:09
Sonic the Hedgehog 3,Angel Island Zone Act 1,2:15
Sonic the Hedgehog 3,Angel Island Zone Act 2,2:12
Sonic the Hedgehog 3,Hydrocity Zone Act 1,1:58
Sonic the Hedgehog 3,Hydrocity Zone Act 2,1:49
Sonic the Hedgehog 3,Marble Garden Zone Act 1,2:04
Sonic the Hedgehog 3,Marble Garden Zone Act 2,2:02
Sonic the Hedgehog 3,Carnival Night Zone Act 1,2:19
Sonic the Hedgehog Spinball,Lava Powerhouse,3:38
Sonic the Hedgehog Spinball,The Machine,7:54
Sonic the Hedgehog Spinball,Toxic Caves,2:32
Sonic the Hedgehog Spinball,Boss,3:41
Sonic the Hedgehog Spinball,Bonus Stage,5:50
Spyro 2: Ripto's Rage!,Ocean Speedway,2:07
Spyro 2: Ripto's Rage!,Crystal Glacier,3:25
Spyro 2: Ripto's Rage!,Zephyr,3:46
Spyro 2: Ripto's Rage!,Metro Speedway,2:30
Spyro 2: Ripto's Rage!,Magma Cone,3:29
Spyro 2: Ripto's Rage!,Crystal Popcorn Challenge,1:17
Spyro 2: Ripto's Rage!,Icy Speedway,2:19
Spyro 2: Ripto's Rage!,Hockey Match,2:00
Spyro 2: Ripto's Rage!,Sunny Beach,2:43
Spyro 2: Ripto's Rage!,Mystic Marsh,3:47
Spyro 2: Ripto's Rage!,Robotica Farms,3:46
Spyro 2: Ripto's Rage!,Dragon Shores,3:49
Spyro 2: Ripto's Rage!,Credits,4:06
Spyro the Dragon,Title Screen,3:33
Spyro the Dragon,Cliff Town,3:59
Spyro the Dragon,Ice Cavern,3:08
Spyro the Dragon,Night Flight,3:03
Spyro the Dragon,Alpine Ridge,3:36
Spyro the Dragon,High Caves (PAL Version),3:51
Spyro the Dragon,Wizard Peak,2:54
Spyro the Dragon,Blowhard,3:12
Spyro the Dragon,Stone Hill,2:07
Spyro the Dragon,Dark Hollow,4:09
Spyro the Dragon,Sunny Flight,2:30
Spyro the Dragon,Peace Keepers,3:14
Spyro the Dragon,Dry Canyon,2:24
Spyro the Dragon,Beast Makers,3:12
Spyro the Dragon,Terrace Village,2:34
Spyro the Dragon,Misty Bog,3:31
Spyro the Dragon,Wild Flight,2:06
Spyro the Dragon,Dark Passage,3:05
Spyro the Dragon,Lofty Castle,3:11
Spyro the Dragon,Haunted Towers,2:28
Spyro the Dragon,Icy Flight,2:55
Spyro the Dragon,Gnorc Cove,2:30
Spyro the Dragon,Twilight Harbor,3:48
Spyro the Dragon,Gnasty's Loot,3:24
Spyro the Dragon,Credits,4:07
Spyro the Dragon,Bonus Track 2,3:28
Spyro: Year of the Dragon,Midday Garden Home,3:02
Spyro: Year of the Dragon,Icy Peak,3:29
Spyro: Year of the Dragon,Skateboarding/The Lost Wolf,3:10
Spyro: Year of the Dragon,Spooky Swamp,2:54
Spyro: Year of the Dragon,Bamboo Terrace,3:15
Spyro: Year of the Dragon,Sunrise Spring Home,3:02
Spyro: Year of the Dragon,Evening Lake Home,2:55
Spyro: Year of the Dragon,Frozen Altars,2:59
Spyro: Year of the Dragon,Fireworks Factory,4:19
Spyro: Year of the Dragon,Sunny Villa,3:21
Spyro: Year of the Dragon,Charmed Ridge,3:51
Spyro: Year of the Dragon,Scorch's Pit,2:44
Spyro: Year of the Dragon,Midnight Mountain Home,3:00
Spyro: Year of the Dragon,Crystal Islands,3:35
Spyro: Year of the Dragon,Haunted Tomb,3:51
Spyro: Year of the Dragon,Dino Mines,3:41
Spyro: Year of the Dragon,Harbor Speedway,3:08
Spyro: Year of the Dragon,Sorceress's Lair,2:08
Spyro: Year of the Dragon,Super Bonus Round,4:36
Spyro: Year of the Dragon,Credits,4:06
StarCraft,Starcraft Main Title,2:26
StarCraft,Brood War: Aria,2:07
StarCraft,Terran One,4:56
StarCraft,Terran Two,3:57
StarCraft,Terran Three,4:25
StarCraft: Brood War,Terran Four,3:52
Stardew Valley,Stardew Valley Overture,2:23
Stardew Valley,Summit Celebration,2:59
Stardew Valley,Summer (Nature's Crescendo),3:26
Stardew Valley,Summer (The Sun Can Bend An Orange Sky),3:33
Stardew Valley,Summer (Tropicala),3:20
Stardew Valley,The Stardrop Saloon,1:23
Stardew Valley,Dance Of The Moonlight Jellies,1:47
Stardew Valley,Cloud Country,1:26
Stardew Valley,Fall (The Smell Of Mushroom),3:28
Stardew Valley,Fall (Ghost Synth),2:32
Stardew Valley,Fall (Raven's Descent),2:45
Stardew Valley,Winter (Nocturne Of Ice),3:14
Stardew Valley,Winter (The Wind Can Be Still),2:48
Stardew Valley,Winter (Ancient),3:02
Stardew Valley,Submarine Theme,2:02
Stardew Valley,Pleasant Memory (Penny's Theme),0:59
Stardew Valley,Land Of Green and Gold (Leah's Theme),1:24
Stardew Valley,Grapefruit Sky (Dr. Harvey's Theme),1:14
Stardew Valley,Frozen Pizza And Eggs (Shane's Theme),1:11
Stardew Valley,Spring (It's A Big World Outside),3:52
Stardew Valley,Sam's Band (Electronic Version),1:03
Stardew Valley,Spring (The Valley Comes Alive),4:19
Stardew Valley,Mines (Crystal Bells),2:50
Stardew Valley,Mines (Star Lumpy),1:44
Stardew Valley,Mines (Icicles),1:40
Stardew Valley,Mines (Cloth),1:44
Stardew Valley,Spring (Wild Horseradish Jam),4:00
Stardew Valley,Mines (The Lava Dwellers),2:58
Stardew Valley,Mines (Danger!),1:47
Stardew Valley,In The Deep Woods,2:03
Stardew Valley,Load Game,1:49
Stardew Valley,Grapefruit Sky (Pasta Primavera Mix),1:25
Stardew Valley,Movie Theater,1:44
Stardew Valley,Movie Theater (Closing Time),0:54
Stardew Valley,JunimoKart (Title Theme),1:39
Stardew Valley,Ginger Island,2:38
Stardew Valley,Volcano Mines (Forgotten World),2:50
StarTropics,In the Cockpit of Sub-C,1:02
StarTropics,Miracola,1:02
StarTropics,Alien Spaceship,1:33
StarTropics,Overworld,1:03
StarTropics,Test of Island Courage (Dungeon),1:25
Super Mario 3D World,Shifty Boo Mansion,3:29
Super Mario 3D World,WORLD 3,1:21
Super Mario 3D World,Chain-Link Charge,1:49
Super Mario 3D World,Hisstocrat,2:25
Super Mario 3D World,WORLD 1,1:07
Super Mario 3D World,Sprawling Savannah,2:23
Super Mario 3D World,Beep Block Skyway,2:47
Super Mario 3D World,Fuzzy Time Mine,2:06
Super Mario 3D World,Fort Fire Bros.,2:42
Super Mario 3D World,Bowser's Highway Showdown,2:24
Super Mario 3D World,WORLD 5,1:07
Super Mario 3D World,Double Cherry Pass,2:20
Super Mario 3D World,Super Bell Hill,2:05
Super Mario 3D World,Footlight Lane,2:07
Super Mario 3D World,The Bullet Bill Express,2:46
Super Mario 3D World,The Great Tower Showdown 1,1:23
Super Mario 3D World,The Great Tower Showdown 2,2:02
Super Mario 3D World,Staff Roll,2:07
Super Mario 3D World,Switch Scramble Circus,1:18
Super Mario 3D World,Sunshine Seaside ~ Underwater,3:24
Super Mario 3D World,Bowser's Bullet Bill Brigade,2:28
Super Mario 3D World,Piranha Creeper Creek,3:00
Super Mario 3D World,Simmering Lava Lake,2:47
Super Mario 3D World,WORLD Bowser,1:19
Super Mario 3D World,Bowser's Lava Lake Keep,2:37
Super Mario 3D World,Plunging Falls,1:32
Super Mario 3D World,Motley Bossblob,2:08
Super Mario 3D World,Conkdor Canyon,2:16
Super Mario 3D World,WORLD Star,1:20
Super Mario 3D World,Rainbow Park,1:19
Super Mario 3D World,Color Panel de Link,0:34
Super Mario 3D World,Super Block Land,1:27
Super Mario 3D World,WORLD Mushroom ~ Flower,2:20
Super Mario 3D World,Champion's Road,3:58
Super Mario 3D World,Super Mario 3D World Theme,1:36
Super Mario 3D World,Mount Must Dash,1:21
Super Mario 3D World,WORLD 6,1:34
Super Mario 3D World,Snowball Park,2:00
Super Mario 3D World,Hands-On Hall,2:16
Super Mario Bros.,Ground BGM,2:58
Super Mario Bros.,Ending,0:38
Super Mario Bros.,Underground BGM,0:29
Super Mario Bros.,Underwater BGM,0:54
Super Mario Bros. 2,Title BGM,0:30
Super Mario Bros. 2,Ending,1:43
Super Mario Bros. 2,Please Select Player,0:58
Super Mario Bros. 2,Ground BGM,1:32
Super Mario Bros. 3,World 1 Map (Grass Land),0:32
Super Mario Bros. 3,World 4 Map (Giant Land),0:29
Super Mario Bros. 3,Underground BGM,0:42
Super Mario Bros. 3,Bros. Battle,0:35
Super Mario Bros. 3,World 5 Map (Sky Land) - In the Sky,0:21
Super Mario Bros. 3,Fortress Boss,0:40
Super Mario Bros. 3,Ground BGM,0:58
Super Mario Bros. 3,Airship BGM,1:03
Super Mario Bros. 3,Ending,2:23
Super Mario Bros. 3,Athletic BGM,1:08
Super Mario Bros. 3,Underwater BGM,0:59
Super Mario Galaxy,Space Junk Road,3:18
Super Mario Galaxy,Battlerock Galaxy,3:17
Super Mario Galaxy,Beach Bowl Galaxy,2:19
Super Mario Galaxy,Rosalina in the Observatory 2,2:20
Super Mario Galaxy,Buoy Base Galaxy,3:08
Super Mario Galaxy,Gusty Garden Galaxy,3:41
Super Mario Galaxy,Rosalina in the Observatory 3,2:41
Super Mario Galaxy,King Bowser,3:12
Super Mario Galaxy,The Star Festival,1:26
Super Mario Galaxy,Melty Molten Galaxy,4:05
Super Mario Galaxy,The Galaxy Reactor,2:24
Super Mario Galaxy,Final Battle with Bowser,2:21
Super Mario Galaxy,Daybreak - A New Dawn,0:53
Super Mario Galaxy,Birth,1:53
Super Mario Galaxy,Super Mario Galaxy,4:00
Super Mario Galaxy,Purple Comet,3:00
Super Mario Galaxy,Blue Sky Athletics,1:07
Super Mario Galaxy,Super Mario 2007,2:17
Super Mario Galaxy,Attack of the Airships,1:17
Super Mario Galaxy,Enter the Galaxy,1:22
Super Mario Galaxy,Egg Planet,2:38
Super Mario Galaxy,Rosalina in the Observatory 1,2:24
Super Mario Galaxy,The Honeyhive,2:34
Super Mario Galaxy,Airship Armada,2:18
Super Mario Galaxy,Luma,0:53
Super Mario Galaxy,Beach Bowl Galaxy - Undersea,1:27
Super Mario Galaxy,The Fiery Stronghold,2:08
Super Mario Galaxy,Buoy Base Galaxy - Undersea,1:52
Super Mario Galaxy,Dusty Dune Galaxy,3:01
Super Mario Galaxy,Family,1:19
Super Mario Odyssey,Title Screen,1:20
Super Mario Odyssey,Tostarena Ruins,3:51
Super Mario Odyssey,Jaxi Joyride,1:58
Super Mario Odyssey,Tostarena Town,1:55
Super Mario Odyssey,Steam Gardens,3:41
Super Mario Odyssey,Lake Lamode,3:20
Super Mario Odyssey,Lake Lamode: Surface,1:50
Super Mario Odyssey,Battling Bowser 1: Showdown in Nimbus Arena,2:47
Super Mario Odyssey,Bonneton,2:42
Super Mario Odyssey,Fossil Falls,4:07
Super Mario Odyssey,Pausing by the Poolside,2:49
Super Mario Odyssey,Underground Power Plant,2:09
Super Mario Odyssey,"Jump Up, Super Star! - New Donk City Festival",4:18
Super Mario Odyssey,Shiveria Town,2:42
Super Mario Odyssey,Snowline Circuit,1:28
Super Mario Odyssey,Bubblaine,4:02
Super Mario Odyssey,The Forgotten Isle,3:14
Super Mario Odyssey,Mount Volbono,3:31
Super Mario Odyssey,Peronza Plaza,3:04
Super Mario Odyssey,Bowser's Castle,3:30
Super Mario Odyssey,Bowser's Castle: Main Courtyard,2:55
Super Mario Odyssey,Wrecking RoboBrood,3:20
Super Mario Odyssey,New Donk City,3:20
Super Mario Odyssey,The Band's All Here: Super Mario Bros. Ground BGM,2:13
Super Mario Odyssey,Honeylune Ridge: Collapse,1:59
Super Mario Odyssey,Break Free (Lead the Way),2:57
Super Mario Odyssey,The Super Mario Odyssey Crew,2:59
Super Mario Odyssey,Peach's Castle,2:25
Super Mario Odyssey,RC Car Challenge,1:23
Super Mario Odyssey,"Run, Jump, Throw! 1",2:22
Super Mario Odyssey,Above the Clouds,1:36
Super Mario Odyssey,"Jump Up, Super Star!",4:05
Super Mario Odyssey,Underground Moon Caverns,2:49
Super Mario Odyssey,The Wedding Hall,2:14
Super Mario Sunshine,Delfino Plaza,2:55
Super Mario Sunshine,Underground,0:39
Super Mario Sunshine,Bianco Hills,2:43
Super Mario Sunshine,Vs. Boss,3:25
Super Mario Sunshine,Secret Course,3:01
Super Mario Sunshine,Shadow Mario,1:43
Super Mario Sunshine,Ricco Harbor,4:08
Super Mario Sunshine,Gelato Beach,3:08
Super Mario Sunshine,Sky & Sea,1:55
Super Mario Sunshine,Pinna Park Beach,3:02
Super Mario Sunshine,Pinna Park,3:21
Super Mario Sunshine,Vs. Mecha Bowser,2:34
Super Mario Sunshine,Hotel Delfino,2:46
Super Mario Sunshine,Casino Delfino,2:07
Super Mario Sunshine,Noki Bay,3:25
Super Mario Sunshine,Deep Sea of Mare,2:08
Super Mario Sunshine,Pianta Village,2:57
Super Mario Sunshine,Corona Mountain,3:55
Super Mario Sunshine,Staff Credits,1:39
Super Mario World,Ground BGM,1:23
Super Mario World,Athletic BGM,1:17
Super Mario World,Underground BGM,1:29
Super Mario World,Underwater BGM,1:38
Super Mario World,Ghost House BGM,2:49
Super Mario World,Castle BGM,2:44
Super Mario World,Bonus Game BGM,1:07
Super Mario World,Title BGM,1:24
Super Mario World,Koopalings BGM,1:39
Super Mario World,Yoshi's Island (Map Screen),0:24
Super Mario World,Bowser BGM ,1:36
Super Mario World,Ending,4:09
Super Mario World,Donut Plains (Map Screen),0:31
Super Mario World,Forest of Illusion (Map Screen),0:35
Super Mario World,Valley of Bowser (Map Screen),0:24
Super Mario World 2: Yoshi's Island,Castles & Forts BGM,1:59
Super Mario World 2: Yoshi's Island,Stage Boss,2:04
Super Mario World 2: Yoshi's Island,Athletic BGM,2:04
Super Mario World 2: Yoshi's Island,Ground BGM,1:11
Super Mario World 2: Yoshi's Island,Big Boss BGM,1:56
Super Mario World 2: Yoshi's Island,Bonus Challenge,1:16
Super Mario World 2: Yoshi's Island,Powerful Mario,0:49
Super Mario World 2: Yoshi's Island,Bowser,2:42
Super Mario World 2: Yoshi's Island,Ending,3:55
Super Mario World 2: Yoshi's Island,Flower Field BGM,2:44
Super Mario World 2: Yoshi's Island,Underground BGM,1:38
Super Metroid,Opening ~ Destruction of the Space Colony,1:36
Super Metroid,Norfair Ancient Ruins Area,4:41
Super Metroid,Big Boss Confrontation 1,1:10
Super Metroid,Theme of Super Metroid,3:19
Super Metroid,Ending,3:22
Super Metroid,Brinstar Overgrown with Vegetation Area,3:36
Super Metroid,Brinstar Red Soil Swampy Area,4:02
Super Metroid,Theme of Samus Aran ~ Galactic Warrior,4:04
Super Smash Bros.,Opening,1:17
Super Smash Bros.,Yoshi's Island Stage,1:56
Super Smash Bros.,Dream Land Stage,2:14
Super Smash Bros.,Sector Z Stage,2:00
Super Smash Bros.,Saffron City Stage,1:47
Super Smash Bros.,Battle Results,1:17
Super Smash Bros.,Ending Point,2:27
Super Smash Bros.,Bonus Game,1:16
Super Smash Bros.,Duel Zone,1:38
Super Smash Bros.,Staff Roll,2:12
Super Smash Bros.,Character Select,0:31
Super Smash Bros.,Peach's Castle Sky Stage,2:55
Super Smash Bros.,Congo Jungle Stage,5:18
Super Smash Bros.,Hyrule Castle Stage,1:28
Super Smash Bros.,Planet Zebes Stage,2:01
Super Smash Bros. for Nintendo 3DS and Wii U,Opening - Super Smash Bros. for Wii U,1:41
Super Smash Bros. for Nintendo 3DS and Wii U,Menu (for Wii U),2:08
Super Smash Bros. for Nintendo 3DS and Wii U,Menu (Melee): Ver. 2,2:23
Super Smash Bros. for Nintendo 3DS and Wii U,Battlefield,2:08
Super Smash Bros. for Nintendo 3DS and Wii U,Multi-Man Smash,2:22
Super Smash Bros. for Nintendo 3DS and Wii U,Final Destination Ver. 2,2:18
Super Smash Bros. for Nintendo 3DS and Wii U,Final Destination,2:40
Super Smash Bros. for Nintendo 3DS and Wii U,Master Hand,2:19
Super Smash Bros. for Nintendo 3DS and Wii U,Classic: Map (for Wii U),0:33
Super Smash Bros. for Nintendo 3DS and Wii U,Classic: Results Screen,1:07
Super Smash Bros. for Nintendo 3DS and Wii U,Classic: Final Results,1:24
Super Smash Bros. for Nintendo 3DS and Wii U,Results Display Screen,1:03
Super Smash Bros. for Nintendo 3DS and Wii U,Master Orders: Ticket Selection,0:56
Super Smash Bros. for Nintendo 3DS and Wii U,Crazy Orders: Ticket Selection,0:55
Super Smash Bros. for Nintendo 3DS and Wii U,Crazy Orders: Final Battle Victory,0:51
Super Smash Bros. for Nintendo 3DS and Wii U,Crazy Orders: Final Battle Defeat,0:54
Super Smash Bros. for Nintendo 3DS and Wii U,Events,1:39
Super Smash Bros. for Nintendo 3DS and Wii U,Smash Tour: Map,1:18
Super Smash Bros. for Nintendo 3DS and Wii U,Online Practice Stage,1:16
Super Smash Bros. for Nintendo 3DS and Wii U,All-Star Rest Area,0:56
Super Smash Bros. for Nintendo 3DS and Wii U,Gallery/Hoard,2:44
Super Smash Bros. for Nintendo 3DS and Wii U,Trophy Shop,0:55
Super Smash Bros. for Nintendo 3DS and Wii U,Trophy Rush,3:20
Super Smash Bros. for Nintendo 3DS and Wii U,Replay/Album/Records,1:26
Super Smash Bros. for Nintendo 3DS and Wii U,Credits (Smash Bros.): Ver. 2,2:23
Super Smash Bros. for Nintendo 3DS and Wii U,Tourney,1:56
Super Smash Bros. for Nintendo 3DS and Wii U,Tourney: Tourney List (Spectator),1:54
Super Smash Bros. for Nintendo 3DS and Wii U,Tourney: Final Results,0:47
Super Smash Bros. for Nintendo 3DS and Wii U,Credits,2:11
Super Smash Bros. for Nintendo 3DS and Wii U,Battle! (Champion) / Champion Cynthia,2:15
Super Smash Bros. for Nintendo 3DS and Wii U,Route 10,2:10
Super Smash Bros. for Nintendo 3DS and Wii U,N's Castle Medley,2:13
Super Smash Bros. for Nintendo 3DS and Wii U,Battle! (Reshiram/Zekrom),2:08
Super Smash Bros. for Nintendo 3DS and Wii U,Route 23,2:19
Super Smash Bros. for Nintendo 3DS and Wii U,Battle! (Trainer Battle) (Pokémon X / Pokémon Y),2:09
Super Smash Bros. for Nintendo 3DS and Wii U,Mute City Ver. 3,2:03
Super Smash Bros. for Nintendo 3DS and Wii U,Lost in Thoughts All Alone,2:49
Super Smash Bros. for Nintendo 3DS and Wii U,Fight 1 (Fire Emblem Gaiden),2:09
Super Smash Bros. for Nintendo 3DS and Wii U,Fire Emblem: Mystery of the Emblem Medley,2:12
Super Smash Bros. for Nintendo 3DS and Wii U,Meeting Theme Series Medley,2:15
Super Smash Bros. for Nintendo 3DS and Wii U,Magicant / Eight Melodies (Mother),2:24
Super Smash Bros. for Nintendo 3DS and Wii U,Onett Theme / Winters Theme,2:13
Super Smash Bros. for Nintendo 3DS and Wii U,Smiles and Tears,2:13
Super Smash Bros. for Nintendo 3DS and Wii U,Wrath of the Reset Bomb,2:25
Super Smash Bros. for Nintendo 3DS and Wii U,Destroyed Skyworld,2:14
Super Smash Bros. for Nintendo 3DS and Wii U,In the Space-Pirate Ship,2:19
Super Smash Bros. for Nintendo 3DS and Wii U,Ashley's Song Ver. 2,1:56
Super Smash Bros. for Nintendo 3DS and Wii U,Stage Select (Pikmin 2),2:11
Super Smash Bros. for Nintendo 3DS and Wii U,Mission Mode (Pikmin 3),2:04
Super Smash Bros. for Nintendo 3DS and Wii U,Bubblegum K.K.,2:07
Super Smash Bros. for Nintendo 3DS and Wii U,Plaza / Title (Animal Crossing: City Folk / Animal Crossing: Wild World),2:14
Super Smash Bros. for Nintendo 3DS and Wii U,Outdoors at 7 p.m. (Sunny) / Main Street,1:53
Super Smash Bros. for Nintendo 3DS and Wii U,Tortimer Island Medley,2:23
Super Smash Bros. for Nintendo 3DS and Wii U,Super Hoop,1:58
Super Smash Bros. for Nintendo 3DS and Wii U,Skateboard Arena (Free Mode),2:03
Super Smash Bros. for Nintendo 3DS and Wii U,Jogging/Countdown,2:15
Super Smash Bros. for Nintendo 3DS and Wii U,Minor Circuit,2:13
Super Smash Bros. for Nintendo 3DS and Wii U,Super Mario World Medley,2:10
Super Smash Bros. for Nintendo 3DS and Wii U,Fortress Boss (Super Mario World),2:17
Super Smash Bros. for Nintendo 3DS and Wii U,Super Mario Bros. Medley,2:12
Super Smash Bros. for Nintendo 3DS and Wii U,Rosalina in the Observatory / Luma's Theme,2:06
Super Smash Bros. for Nintendo 3DS and Wii U,Egg Planet,2:07
Super Smash Bros. for Nintendo 3DS and Wii U,Ground Theme / Underground Theme,2:04
